site,title,url,html_path,text_path,status
didctf_external,"以技证道 数海求真——第二届""獬豸杯""电子取证竞赛圆满落幕",https://mp.weixin.qq.com/s/8Qzanb-2bIV0rKtrHABJcw,forensics-wp-corpus\raw\didctf_external\029_以技证道_数海求真——第二届_獬豸杯_电子取证竞赛圆满落幕_8b56d8ed-eb56-4df5-9f18-a1eb0153d06d.html,forensics-wp-corpus\text\didctf_external\029_以技证道_数海求真——第二届_獬豸杯_电子取证竞赛圆满落幕_8b56d8ed-eb56-4df5-9f18-a1eb0153d06d.txt,200
didctf_external,2024FIC线上赛,https://www.cnblogs.com/WXjzc/p/18166538,forensics-wp-corpus\raw\didctf_external\030_2024FIC线上赛_847a17d1-2630-45c0-8262-f5dc90922ee2.html,forensics-wp-corpus\text\didctf_external\030_2024FIC线上赛_847a17d1-2630-45c0-8262-f5dc90922ee2.txt,200
didctf_external,2025盘古石晋级赛,https://mei-you-qian.github.io/2025/10/28/2025盘古石晋级赛/,forensics-wp-corpus\raw\didctf_external\031_2025盘古石晋级赛_838e31a8-ada2-45e9-906f-7bd9497b5cd6.html,forensics-wp-corpus\text\didctf_external\031_2025盘古石晋级赛_838e31a8-ada2-45e9-906f-7bd9497b5cd6.txt,200
didctf_external,2024数证杯初赛,https://www.cnblogs.com/WXjzc/p/18560734,forensics-wp-corpus\raw\didctf_external\032_2024数证杯初赛_7787ad50-1ea7-4c70-8f8a-3ade029c7567.html,forensics-wp-corpus\text\didctf_external\032_2024数证杯初赛_7787ad50-1ea7-4c70-8f8a-3ade029c7567.txt,200
didctf_external,2025第二届“数证杯”初赛完整题解,https://mp.weixin.qq.com/s/-MZFKRd9K8rRfvik5BELYQ,forensics-wp-corpus\raw\didctf_external\033_2025第二届“数证杯”初赛完整题解_705531b3-34f6-4691-91d8-b6d73673a522.html,forensics-wp-corpus\text\didctf_external\033_2025第二届“数证杯”初赛完整题解_705531b3-34f6-4691-91d8-b6d73673a522.txt,200
didctf_external,2023盘古石决赛,https://www.cnblogs.com/WXjzc/p/17487480.html,forensics-wp-corpus\raw\didctf_external\034_2023盘古石决赛_6e803cdb-2b37-4faf-ad4e-b7cf6d540275.html,forensics-wp-corpus\text\didctf_external\034_2023盘古石决赛_6e803cdb-2b37-4faf-ad4e-b7cf6d540275.txt,200
didctf_external,文件结构和数据分析专项,https://mei-you-qian.github.io/2025/12/17/%E6%96%87%E4%BB%B6%E7%BB%93%E6%9E%84%E5%92%8C%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E4%B8%93%E9%A1%B9/,forensics-wp-corpus\raw\didctf_external\035_文件结构和数据分析专项_6c4d8e75-6265-401c-bb9b-33450edd2a75.html,forensics-wp-corpus\text\didctf_external\035_文件结构和数据分析专项_6c4d8e75-6265-401c-bb9b-33450edd2a75.txt,200
didctf_external,2025第三届“陇剑杯”网络安全大赛初赛-夺旗闯关赛wp,https://www.cnblogs.com/backlion/p/19089665,forensics-wp-corpus\raw\didctf_external\036_2025第三届“陇剑杯”网络安全大赛初赛-夺旗闯关赛wp_66222e7b-b818-4e42-9dda-09c2b5f1ea09.html,forensics-wp-corpus\text\didctf_external\036_2025第三届“陇剑杯”网络安全大赛初赛-夺旗闯关赛wp_66222e7b-b818-4e42-9dda-09c2b5f1ea09.txt,200
didctf_external,2025运维初赛,https://mei-you-qian.github.io/2025/12/16/2025%E8%BF%90%E7%BB%B4%E5%88%9D%E8%B5%9B/,forensics-wp-corpus\raw\didctf_external\037_2025运维初赛_64ded038-d810-4f67-94ad-bcbd967aadb6.html,forensics-wp-corpus\text\didctf_external\037_2025运维初赛_64ded038-d810-4f67-94ad-bcbd967aadb6.txt,200
didctf_external,2025数证杯初赛,https://www.cnblogs.com/WXjzc/p/19190900,forensics-wp-corpus\raw\didctf_external\038_2025数证杯初赛_4d0b385e-1b44-4e4c-acde-1250c7af0fe9.html,forensics-wp-corpus\text\didctf_external\038_2025数证杯初赛_4d0b385e-1b44-4e4c-acde-1250c7af0fe9.txt,200
didctf_external,第三届 龙信杯电子数据取证大赛 题解,https://forensics.xidian.edu.cn/writeups/Longxin2025/,forensics-wp-corpus\raw\didctf_external\039_第三届_龙信杯电子数据取证大赛_题解_4c963f8f-05ff-4497-b070-2690a9a63a07.html,forensics-wp-corpus\text\didctf_external\039_第三届_龙信杯电子数据取证大赛_题解_4c963f8f-05ff-4497-b070-2690a9a63a07.txt,200
didctf_external,第二届 盘古石杯电子取证竞赛 初赛 题解,https://forensics.xidian.edu.cn/writeups/PGS2024Preliminary/,forensics-wp-corpus\raw\didctf_external\040_第二届_盘古石杯电子取证竞赛_初赛_题解_3d05b85f-f0c8-4d2b-8867-85be9a9f4cc2.html,forensics-wp-corpus\text\didctf_external\040_第二届_盘古石杯电子取证竞赛_初赛_题解_3d05b85f-f0c8-4d2b-8867-85be9a9f4cc2.txt,200
didctf_external,首届 盘古石杯电子取证竞赛 初赛 题解,https://forensics.xidian.edu.cn/writeups/PGS2023Preliminary/,forensics-wp-corpus\raw\didctf_external\041_首届_盘古石杯电子取证竞赛_初赛_题解_31710d5b-b5e7-4bae-9f4f-49c920295918.html,forensics-wp-corpus\text\didctf_external\041_首届_盘古石杯电子取证竞赛_初赛_题解_31710d5b-b5e7-4bae-9f4f-49c920295918.txt,200
didctf_external,2025美亚杯-资格赛,https://mei-you-qian.github.io/2025/11/21/2025%E7%BE%8E%E4%BA%9A%E6%9D%AF-%E8%B5%84%E6%A0%BC%E8%B5%9B,forensics-wp-corpus\raw\didctf_external\042_2025美亚杯-资格赛_289093e4-8f31-4ade-84f1-5845abbf174e.html,forensics-wp-corpus\text\didctf_external\042_2025美亚杯-资格赛_289093e4-8f31-4ade-84f1-5845abbf174e.txt,200
didctf_external,20240204美亚春苗集训营基础班考核实操题参考wp,https://mp.weixin.qq.com/s/zEs5g6VvB9NenqSTgOwG2Q,forensics-wp-corpus\raw\didctf_external\043_20240204美亚春苗集训营基础班考核实操题参考wp_18c4b479-a5ad-4940-95b9-07eb06f582cc.html,forensics-wp-corpus\text\didctf_external\043_20240204美亚春苗集训营基础班考核实操题参考wp_18c4b479-a5ad-4940-95b9-07eb06f582cc.txt,200
didctf_external,2024FIC决赛,https://mei-you-qian.github.io/2026/01/22/2024FIC%E5%86%B3%E8%B5%9B/,forensics-wp-corpus\raw\didctf_external\044_2024FIC决赛_1720ae4d-f09f-4d09-94d4-c94ce235d8bf.html,forensics-wp-corpus\text\didctf_external\044_2024FIC决赛_1720ae4d-f09f-4d09-94d4-c94ce235d8bf.txt,200
didctf_external,第三届 平航杯电子数据取证竞赛 题解,https://forensics.xidian.edu.cn/writeups/Pinghang2026/,forensics-wp-corpus\raw\didctf_external\045_第三届_平航杯电子数据取证竞赛_题解_146db051-08ca-4037-8d60-c59844827f36.html,forensics-wp-corpus\text\didctf_external\045_第三届_平航杯电子数据取证竞赛_题解_146db051-08ca-4037-8d60-c59844827f36.txt,200
didctf_external,2025平航杯初赛,https://mei-you-qian.github.io/2025/10/29/2025平航杯初赛/,forensics-wp-corpus\raw\didctf_external\046_2025平航杯初赛_11454c70-3e9e-4a71-82ea-fe8eb191a39f.html,forensics-wp-corpus\text\didctf_external\046_2025平航杯初赛_11454c70-3e9e-4a71-82ea-fe8eb191a39f.txt,200
didctf_external,文件结构与数据分析专项-解析,https://www.cnblogs.com/WXjzc/p/19099940,forensics-wp-corpus\raw\didctf_external\047_文件结构与数据分析专项-解析_093531d7-abcb-4cb5-ac03-20a6bd498b29.html,forensics-wp-corpus\text\didctf_external\047_文件结构与数据分析专项-解析_093531d7-abcb-4cb5-ac03-20a6bd498b29.txt,200
didctf_external,第十一届 美亚杯中国电子数据取证大赛 团队赛 题解,https://forensics.xidian.edu.cn/writeups/MeiyaCup2025Group/,forensics-wp-corpus\raw\didctf_external\048_第十一届_美亚杯中国电子数据取证大赛_团队赛_题解_03d6634f-57c9-41e0-b0f0-4db7e24a639a.html,forensics-wp-corpus\text\didctf_external\048_第十一届_美亚杯中国电子数据取证大赛_团队赛_题解_03d6634f-57c9-41e0-b0f0-4db7e24a639a.txt,200
